year,movie,movie_id,duration,genre,rate,synopsis,votes,gross,release_date,popularity,awards_wins,Oscar_Best_Picture_won,Oscar_nominated
2016,Keeping Up with the Joneses,tt2387499,105,Action|Comedy,5.80000019,A suburban couple becomes embroiled in an international espionage plot when they discover that their seemingly perfect new neighbors are government spies.,15330,14900000,21/10/2016,57,0,No,0
2015,Avengers: Age of Ultron,tt2395427,141,Action|Adventure|Sci-Fi,7.4000001,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's Mightiest Heroes to stop the villainous Ultron from enacting his terrible plans.",494557,458990000,01/05/2015,220,0,No,0
2017,Mudbound,tt2396589,134,Drama,7.5,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war.",13882,,,56,3,No,4
2015,The Invitation,tt2400463,100,Drama|Mystery|Thriller,6.69999981,"While attending a dinner party at his former home, a man thinks his ex-wife and her new husband have sinister intentions for their guests.",34119,230000,08/04/2016,531,0,No,0
2015,Anomalisa,tt2401878,90,Animation|Comedy|Drama,7.30000019,A man crippled by the mundanity of his life experiences something out of the ordinary.,41612,3440000,21/01/2016,1227,3,No,1
2014,The November Man,tt2402157,108,Action|Crime|Thriller,6.30000019,An ex-CIA operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level CIA officials and the Russian president-elect.,52584,24980000,27/08/2014,2145,0,No,0
2015,Carol,tt2402927,118,Drama|Romance,7.19999981,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,73753,250000,15/01/2016,801,12,No,6
2013,The Green Inferno,tt2403021,100,Adventure|Horror,5.4000001,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished.",24494,7190000,25/09/2015,1304,0,No,0
2013,The Family,tt2404311,111,Comedy|Crime|Thriller,6.30000019,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the witness protection program, where fitting in soon becomes challenging as their old habits die hard.",90688,36920000,13/09/2013,910,0,No,0
2016,The Magnificent Seven,tt2404435,133,Action|Adventure|Western,7,Seven gunmen in the old west gradually come together to help a poor village against savage thieves.,88471,93380000,23/09/2016,31,0,No,0
2013,Philomena,tt2431286,98,Biography|Drama,7.5999999,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",78805,37707719,27/11/2013,3200,2,No,4
2015,Joy,tt2446980,124,Drama,6.5999999,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.",90841,56440000,25/12/2015,425,1,No,1
2014,Mr. Turner,tt2473794,150,Biography|Drama|History,6.80000019,"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",19358,3960000,31/10/2014,4756,2,No,4
2015,Star Wars: The Force Awakens,tt2488496,136,Action|Adventure|Fantasy,8.10000038,"Three decades after the defeat of the Galactic Empire, a new threat arises. The First Order attempts to rule the galaxy and only a ragtag group of heroes can stop them, along with the help of the Resistance.",627665,936630000,18/12/2015,75,3,No,5
2015,Burnt,tt2503944,101,Comedy|Drama,6.5999999,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",71128,13650000,30/10/2015,358,0,No,0
2017,Star Wars: The Last Jedi,tt2527336,152,Action|Adventure|Fantasy,7.5,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",303155,610800000,15/12/2017,19,1,No,4
2016,Arrival,tt2543164,116,Drama|Mystery|Sci-Fi,8.30000019,"When 12 mysterious spacecraft appear around the world, linguistics professor Louise Banks is tasked with interpreting the language of the apparent alien visitors.",131024,94130000,11/11/2016,4,7,No,8
2017,Wonder,tt2543472,113,Drama|Family,8.10000038,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters fifth grade, attending a mainstream elementary school for the first time.",24346,130560000,,65,0,No,1
2016,The Light Between Oceans,tt2547584,133,Drama|Romance,7.19999981,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.,15686,12530000,02/09/2016,100,0,No,0
2014,A Million Ways to Die in the West,tt2557490,116,Comedy|Romance|Western,6.0999999,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",141084,42620000,30/05/2014,954,0,No,0
2014,Birdman or (The Unexpected Virtue of Ignorance),tt2562232,119,Comedy|Drama|Romance,7.80000019,"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown.",420750,42340000,14/11/2014,295,37,Yes,9
2013,The Tale of the Princess Kaguya,tt2576852,137,Animation|Drama|Fantasy,8.10000038,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her - but ultimately she must confront her fate, the punishment for her crime.",21026,700000,23/11/2013,,2,No,1
2016,Hell or High Water,tt2582782,102,Crime|Drama|Western,7.69999981,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,63359,26860000,26/08/2016,69,1,No,4
2014,Whiplash,tt2582802,107,Drama|Music,8.5,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,443341,13090000,15/10/2014,89,13,No,5
2014,The Fault in Our Stars,tt2582846,126,Drama|Romance,7.80000019,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,262538,124870000,06/06/2014,681,2,No,0
2016,Star Trek Beyond,tt2660888,122,Action|Adventure|Sci-Fi,7.0999999,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a new ruthless enemy who puts them and everything the Federation stands for to the test.",149563,158804470,22/07/2016,137,0,No,1
2016,Fences,tt2671706,139,Drama,7.69999981,"A working-class African-American father tries to raise his family in the 1950s, while coming to terms with the events of his life.",8505,43130000,25/12/2016,46,7,No,4
2013,Locke,tt2692904,85,Drama,7.0999999,"Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",96843,1360000,18/04/2014,828,1,No,0
2016,The Secret Life of Pets,tt2709768,87,Animation|Adventure|Comedy,6.5999999,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",96807,368310000,08/07/2016,49,0,No,0
2014,Fury,tt2713180,134,Action|Drama|War,7.5999999,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",320354,85710000,17/10/2014,412,1,No,0
2013,Ida,tt2718492,82,Drama,7.4000001,"Anna, a young novitiate nun in 1960s Poland, is on the verge of taking her vows when she discovers a dark family secret dating back to the years of the German occupation.",37468,3830000,25/10/2013,4384,4,No,2
2015,Everest,tt2719848,121,Adventure|Biography|Drama,7.0999999,A climbing expedition on Mt. Everest is devastated by a severe snow storm.,147875,43250000,25/09/2015,396,0,No,0
2014,"Two Days, One Night",tt2737050,95,Drama,7.4000001,"LiЏge, Belgium. Sandra is a factory worker who discovers that her workmates have opted for a EUR1,000 bonus in exchange for her dismissal. She has only a weekend to convince her colleagues to give up their bonuses in order to keep her job.",34667,1330000,24/10/2014,,0,No,0
2017,Beauty and the Beast,tt2771200,129,Family|Fantasy|Musical,7.30000019,An adaptation of the fairy tale about a monstrous-looking prince and a young woman who fall in love.,195216,504010000,17/03/2017,100,2,No,2
2014,The Interview,tt2788710,112,Comedy,6.5999999,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",256133,6110000,24/12/2014,839,0,No,0
2014,Kingsman: The Secret Service,tt2802144,129,Action|Adventure|Comedy,7.69999981,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius.",421034,128250000,13/02/2015,213,0,No,0
2014,Leviathan,tt2802154,140,Drama,7.5999999,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",33871,,05/02/2015,3740,2,No,1
2015,Furious 7,tt2820852,137,Action|Crime|Thriller,7.19999981,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,289500,350030000,03/04/2015,321,7,No,0
2015,Pitch Perfect 2,tt2848292,115,Comedy|Music,6.5,"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",104104,183440000,15/05/2015,540,1,No,0
2013,Omar,tt2852406,96,Drama|Romance|Thriller,7.5999999,A young Palestinian freedom fighter agrees to work as an informant after he's tricked into an admission of guilt by association in the wake of an Israeli soldier's killing.,10275,,16/10/2013,,0,No,1
2014,Nightcrawler,tt2872718,117,Crime|Drama|Thriller,7.9000001,"When Louis Bloom, a driven man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",315815,32280000,31/10/2014,485,5,No,1
2015,Shaun the Sheep Movie,tt2872750,85,Animation|Adventure|Comedy,7.4000001,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",26311,19370000,05/08/2015,,0,No,1
2014,Chef,tt2883512,114,Comedy|Drama,7.30000019,"A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",147180,31240000,30/05/2014,862,0,No,0
2014,John Wick,tt2911666,101,Action|Crime|Thriller,7.19999981,An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,274795,43000000,24/10/2014,125,0,No,0
2014,A Most Violent Year,tt2937898,125,Action|Crime|Drama,7,"In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city's history.",49121,5750000,30/01/2015,1678,1,No,0
2016,Zootopia,tt2948356,108,Animation|Adventure|Comedy,8.10000038,"In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",252756,341260000,04/03/2016,80,5,No,1
2016,Batman v Superman: Dawn of Justice,tt2975590,151,Action|Adventure|Sci-Fi,6.69999981,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.",442880,330250000,25/03/2016,90,0,No,0
2014,The Theory of Everything,tt2980516,123,Biography|Drama|Romance,7.69999981,A look at the relationship between the famous physicist Stephen Hawking and his wife.,285961,35887263,26/11/2014,230,7,No,5
2013,Tangerines,tt2991224,87,Drama|War,8.30000019,"War in Georgia, Apkhazeti region in 1990. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in.",22799,110000,17/04/2015,,0,No,1
2014,Wild Tales,tt3011894,122,Comedy|Drama|Thriller,8.10000038,Six short stories that explore the extremities of human behavior involving people in distress.,103745,3080000,21/08/2014,1036,1,No,1
2016,The Jungle Book,tt3040964,106,Adventure|Drama|Family,7.5,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",176667,364000000,15/04/2016,88,4,No,1
2016,Inferno,tt3062096,121,Action|Adventure|Crime,6.19999981,"When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot.",65866,34260000,28/10/2016,,0,No,0
2013,Bad Grandpa,tt3063516,92,Comedy,6.5999999,"86-year-old Irving Zisman takes a trip from Nebraska to North Carolina to take his 8 year-old grandson, Billy, back to his real father.",79665,101980000,25/10/2013,3213,0,No,1
2015,Hardcore Henry,tt3072482,96,Action|Adventure|Sci-Fi,6.80000019,"Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",54790,9240000,08/04/2016,537,0,No,0
2015,Creed,tt3076658,133,Drama|Sport,7.69999981,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",166218,109710000,25/11/2015,438,4,No,1
2015,Spy,tt3079380,119,Action|Comedy|Crime,7.0999999,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",181222,110820000,05/06/2015,520,1,No,0
2016,Monster Trucks,tt3095734,105,Animation|Action|Adventure,5.4000001,"Looking for any way to get away from the life and town he was born into, Tripp (Lucas Till), a high school senior, builds a Monster Truck from bits and pieces of scrapped cars. After an ... See full summary »",1153,14170000,13/01/2017,44,0,No,0
2014,Beyond the Lights,tt3125324,116,Drama|Music|Romance,6.9000001,"The pressures of fame have superstar singer Noni on the edge, until she meets Kaz, a young cop who works to help her find the courage to develop her own voice and break free to become the artist she was meant to be.",12059,14610000,14/11/2014,3727,0,No,1
2015,Room,tt3170832,118,Drama,8.19999981,A young boy is raised within the confines of a small shed.,199790,14680000,22/01/2016,203,13,No,4
2014,Theeb,tt3170902,100,Adventure|Drama|Thriller,7.30000019,"In the Ottoman province of Hijaz during World War I, a young Bedouin boy experiences a greatly hastened coming-of-age as he embarks on a perilous desert journey to guide a British officer to his secret destination.",6984,280000,19/03/2015,,1,No,1
2013,Boy and the World,tt3183630,80,Animation|Adventure|Family,7.5999999,A little boy goes on an adventurous quest in search of his father.,4191,50000,17/01/2014,,0,No,1
2016,Fantastic Beasts and Where to Find Them,tt3183660,133,Adventure|Family|Fantasy,7.69999981,The adventures of writer Newt Scamander in New York's secret community of witches and wizards seventy years before Harry Potter reads his book in school.,142249,229180000,18/11/2016,,3,No,2
2015,Trumbo,tt3203606,124,Biography|Drama,7.5,"In 1947, Dalton Trumbo was Hollywood's top screenwriter, until he and other artists were jailed and blacklisted for their political beliefs.",54179,,27/11/2015,1291,1,No,1
2014,It Follows,tt3235888,100,Horror|Mystery,6.9000001,A young woman is followed by an unknown supernatural force after a sexual encounter.,126401,14670000,27/03/2015,123,0,No,0
2016,Sully,tt3263904,96,Biography|Drama,7.5,"The story of Chesley Sullenberger, an American pilot who became a hero after landing his damaged plane on the Hudson River in order to save the flight's passengers and crew.",102014,125030000,09/09/2016,78,1,No,1
2016,The Autopsy of Jane Doe,tt3289956,86,Horror,6.9000001,"A father and son, both coroners, are pulled into a complex mystery while attempting to identify the body of a young woman, who was apparently harboring dark secrets.",16032,,23/12/2016,81,0,No,0
2015,Youth,tt3312830,124,Comedy|Drama|Music,7.30000019,A retired orchestra conductor is on holiday with his daughter and his film director best friend in the Alps when he receives an invitation from Queen Elizabeth II to perform for Prince Philip's birthday.,49919,2700000,04/12/2015,843,1,No,1
2017,Logan,tt3315342,137,Action|Drama|Sci-Fi,8.10000038,"In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.",442119,226280000,03/03/2017,62,2,No,1
2014,Still Alice,tt3316960,101,Drama,7.5,A linguistics professor and her family find their bonds tested when she is diagnosed with Alzheimer's Disease.,93164,18656400,20/02/2015,1941,7,No,1
2016,Jack Reacher: Never Go Back,tt3393786,118,Action|Adventure|Crime,6.19999981,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",36117,58400000,21/10/2016,39,0,No,0
2015,Sicario,tt3397884,121,Action|Crime|Drama,7.5999999,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,227546,46880000,02/10/2015,187,1,No,3
2014,When Marnie Was There,tt3398268,103,Animation|Drama|Family,7.80000019,"Upon being sent to live with relatives in the countryside, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",16047,400000,19/07/2014,4874,0,No,1
2014,Timbuktu,tt3409392,97,Drama,7.19999981,A cattle herder and his family who reside in the dunes of Timbuktu find their quiet lives -- which are typically free of the Jihadists determined to control their faith -- abruptly disturbed.,11851,1070000,10/12/2014,,2,No,1
2016,A Monster Calls,tt3416532,108,Drama|Fantasy,7.80000019,A boy seeks the help of a tree monster to cope with his single mother's terminal illness.,10287,2170000,06/01/2017,,0,No,0
2014,What We Do in the Shadows,tt3416742,86,Comedy|Fantasy|Horror,7.5999999,"A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too.",77148,3330000,13/02/2015,1191,2,No,0
2017,War for the Planet of the Apes,tt3450958,140,Action|Adventure|Drama,7.5,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",152043,146880000,14/07/2017,195,4,No,1
2015,The Hateful Eight,tt3460252,187,Crime|Drama|Mystery,7.9000001,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",316906,54120000,30/12/2015,106,8,No,3
2016,The Lobster,tt3464902,119,Comedy|Drama|Romance,7.0999999,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",109436,8699235,16/10/2015,159,2,No,1
2016,Sing,tt3470600,108,Animation|Comedy|Drama,7.30000019,"In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists' find that their lives will never be the same.",16802,238240000,21/12/2016,,0,No,0
2016,Captain America: Civil War,tt3498820,147,Action|Adventure|Sci-Fi,7.9000001,Political interference in the Avengers' activities causes a rift between former allies Captain America and Iron Man.,374730,408080000,06/05/2016,73,0,No,0
2017,The Disaster Artist,tt3521126,104,Biography|Comedy|Drama,7.80000019,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",39918,20910000,08/12/2017,32,3,No,1
2016,Moana,tt3521164,107,Animation|Adventure|Comedy,8,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the Demigod to set things right.",36445,233410000,23/11/2016,,0,No,2
2015,45 Years,tt3544082,91,Drama|Romance,7.0999999,A married couple preparing to celebrate their wedding anniversary receives shattering news that promises to forever change the course of their lives.,21691,4250000,28/08/2015,2931,5,No,1
2016,Captain Fantastic,tt3553976,118,Comedy|Drama,7.9000001,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",64766,5880000,29/07/2016,98,0,No,1
2015,The Visit,tt3567288,94,Horror|Thriller,6.19999981,Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,74201,65070000,11/09/2015,185,0,No,0
2015,Legend,tt3569230,132,Biography|Crime|Drama,7,Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,101195,1870000,20/11/2015,274,1,No,0
2015,Knock Knock,tt3605418,99,Drama|Horror|Thriller,4.9000001,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",49945,30000,09/10/2015,524,0,No,0
2018,Incredibles 2,tt3606756,118,Animation|Action|Adventure,7.80000019,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",167035,608580000,15/06/2018,105,1,No,1
2016,The Girl on the Train,tt3631112,112,Drama|Mystery|Thriller,6.5999999,A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,60253,75310000,07/10/2016,,2,No,0
2016,Allied,tt3640424,124,Action|Drama|Romance,7.19999981,"In 1942, a Canadian intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",24252,39800000,23/11/2016,74,0,No,1
2015,The Martian,tt3659388,144,Adventure|Drama|Sci-Fi,8,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive.",528908,228430000,02/10/2015,221,7,No,7
2015,Bridge of Spies,tt3682448,142,Drama|History|Thriller,7.5999999,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",204054,72310000,16/10/2015,168,6,No,6
2016,Elle,tt3716530,130,Comedy|Drama|Thriller,7.30000019,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,21561,,11/11/2016,126,7,No,1
2016,Underworld: Blood Wars,tt3717252,91,Action|Horror,6.4000001,"Vampire death dealer, Selene (Kate Beckinsale) fights to end the eternal war between the Lycan clan and the Vampire faction that betrayed her.",9965,23930000,06/01/2017,16,0,No,0
2017,Kong: Skull Island,tt3731562,118,Action|Adventure|Fantasy,6.69999981,"A team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden.",189562,168050000,10/03/2017,114,0,No,1
2016,Lion,tt3741834,118,Drama,8,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",6566,9870000,06/01/2017,37,5,No,6
2016,Rogue One: A Star Wars Story,tt3748528,133,Action|Adventure|Sci-Fi,8.10000038,"The Rebel Alliance makes a risky move to steal the plans for the Death Star, setting up the epic saga to follow.",227448,501900000,16/12/2016,7,0,No,2
2018,The Wife,tt3750872,100,Drama,7.30000019,"A wife questions her life choices as she travels to Stockholm with her husband, where he is slated to receive the Nobel Prize for Literature.",8428,8520000,,96,4,No,1
2018,Solo: A Star Wars Story,tt3778644,135,Action|Adventure|Fantasy,7,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",196202,213770000,25/05/2018,13,0,No,1
2016,La La Land,tt3783958,128,Comedy|Drama|Musical,8.69999981,A jazz pianist falls for an aspiring actress in Los Angeles.,78781,77300000,25/12/2016,2,41,No,14
2015,Son of Saul,tt3808342,107,Drama|War,7.5,"In the horror of 1944 Auschwitz, a prisoner forced to burn the corpses of his own people finds moral survival upon trying to salvage from the flames the body of a boy he takes for his son.",28106,1780000,10/03/2016,2476,9,No,1
2015,A War,tt3830162,115,Crime|Drama|War,7.0999999,"The story of a Danish commander, who accused for civil murder in Afghanistan, while trying to save his squad.",5679,120000,10/09/2015,3709,0,No,1
2015,Land of Mine,tt3841424,100,Drama|History|War,7.80000019,"A young group of German POWs are made the enemy of a nation, where they are now forced to dig up 2 million land-mines with their bare hands.",9002,,03/12/2015,324,0,No,1
2017,Baby Driver,tt3890160,112,Action|Crime|Music,7.69999981,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",258004,107830000,28/06/2017,63,6,No,3
2017,Guardians of the Galaxy Vol. 2,tt3896198,136,Action|Adventure|Sci-Fi,7.69999981,The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.,332731,389810000,05/05/2017,66,1,No,1
2015,Mustang,tt3966404,97,Drama,7.69999981,"When five orphan girls are seen innocently playing with boys on a beach, their scandalized conservative guardians confine them while forced marriages are arranged.",21589,840000,17/06/2015,3004,0,No,1
2016,Manchester by the Sea,tt4034228,137,Drama,8.39999962,An uncle is asked to take care of his teenage nephew after the boy's father dies.,17469,35160000,16/12/2016,32,20,No,6
2015,Green Room,tt4062536,95,Crime|Horror|Thriller,7.0999999,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,51933,3220000,13/05/2016,259,0,No,0
2015,A Man Called Ove,tt4080728,116,Comedy|Drama,7.5999999,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",14782,54608,30/09/2016,488,0,No,2
2016,Florence Foster Jenkins,tt4136084,111,Biography|Comedy|Drama,7,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",24036,27370107,12/08/2016,188,3,No,2
2018,Avengers: Infinity War,tt4154756,149,Action|Adventure|Fantasy,8.5,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,572401,678820000,27/04/2018,26,5,No,1
2016,13 Hours,tt4172430,144,Action|Drama|History,7.30000019,"During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",69707,52822418,15/01/2016,161,0,No,1
2017,Molly's Game,tt4209788,140,Biography|Crime|Drama,7.5999999,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",22149,25900000,05/01/2018,23,0,No,1
2015,Tanna,tt4239726,100,Drama|Romance,7.0999999,"Set on a remote Pacific island, covered in rain forest and dominated by an active volcano, this heartfelt story, enacted by the Yakel tribe, tells of a sister's loyalty, a forbidden love affair and the pact between the old ways and the new.",997,10000,10/03/2016,1820,0,No,1
2015,The Witch,tt4263482,92,Horror|Mystery,6.69999981,"A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.",89793,25140000,19/02/2016,166,2,No,0
2015,Embrace of the Serpent,tt4285496,125,Adventure|Drama,7.9000001,"The story of the relationship between Karamakate, an Amazonian shaman and last survivor of his people, and two scientists who work together over the course of 40 years to search the Amazon for a sacred healing plant.",11588,1320000,25/05/2015,3573,0,No,1
2016,Kubo and the Two Strings,tt4302938,101,Animation|Adventure|Family,7.9000001,A young boy named Kubo must locate a magical suit of armor worn by his late father in order to defeat a vengeful spirit from the past.,56049,48019281,19/08/2016,147,3,No,2
2016,20th Century Women,tt4385888,119,Comedy|Drama,7.69999981,The story of three women who explore love and freedom in Southern California during the late 1970s.,3020,130467,20/01/2017,201,0,No,1
2016,Why Him?,tt4501244,111,Comedy,6.5999999,A holiday gathering threatens to go off the rails when Ned Fleming realizes that his daughter's Silicon Valley billionaire boyfriend is about to pop the question.,10274,51830000,23/12/2016,51,0,No,0
2016,The Girl with All the Gifts,tt4547056,111,Drama|Horror|Thriller,6.9000001,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl named Melanie.,8335,,26/01/2017,48,1,No,0
2016,Nocturnal Animals,tt4550098,116,Drama|Thriller,7.69999981,"A wealthy art gallery owner is haunted by her ex-husband's novel, a violent thriller she interprets as a symbolic revenge tale.",46191,10430000,09/12/2016,34,2,No,1
2017,Darkest Hour,tt4555426,125,Biography|Drama|History,7.4000001,"During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Hitler, or fight on against incredible odds.",28135,45200000,22/12/2017,8,12,No,6
2016,Patriots Day,tt4572514,133,Drama|History|Thriller,7.5999999,"The story of the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists responsible.",7375,14680000,13/01/2017,8,0,No,0
2018,Christopher Robin,tt4575576,104,Animation|Adventure|Comedy,7.4000001,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life.",39234,99220000,03/08/2018,316,0,No,1
2018,Can You Ever Forgive Me?,tt4595882,106,Biography|Comedy|Crime,7.5999999,"When Lee Israel falls out of step with current tastes, she turns her art form to deception.",3836,7780000,02/11/2018,302,7,No,3
